review,sentiment
 The bed was very comfortable and our room very spacious We arrived on an early flight and we re lucky enough to check in early The hotel is in a great location for sightseeing easy access to Waterloo or Westminster stations and close enough to walk to lots of things if you have the time We have stayed here before and would definitely stay again ,1
 The location ,1
 Location,1
 The building is old and the decor shabby What you see on the booking site isn t the room you get Our room was small carpet worn Windows filthy and a tiny bath with a tiny TV ,0
Not only was the hotel of a luxurious standard what else would you expect of a five star on Park Lane but it was the attitude of the staff who really made our trip extra special Upon arrival I mentioned that it was our 10th wedding anniversary and asked if there was a chance of a complimentary upgrade Luckily they weren t full so we got a lovely upgrade to an exec room which was super spacious and a free late check out Not only that when we returned from our meal out the reception manager had organised for a beautiful chocolate gateaux and bottle of red wine to be in our room on the house Such a classy move considering we were already more than happy with the upgrade and really made our trip even more special Considering we re not your average five star hotel clientele I was so impressed by the intercontinental s approach to treating us like VIP S you made our anniversary so memorable and we ll definitely return again,1
 Excellent location and Excellent property Clean spacious rooms ,1
We didn t have a very good experience in the restaurant because of a problem in the kitchen half of the set menu was unavailable and no alternative was offered Service was very slow one hour and a Half for 1 burger 1 risotto and 2 pies,0
 Excellent location nice staff,0
 Some language barrier with a member of staff as he didn t understand but overcome with help from his colleague,0
 Great location as in Paddington Super staff Offer bigger room at high floor since second day Value for money when cinder London ,1
 The staff were fantastic Excellent service,1
 We had just one night in London and the hotel s location let us make the most of it Took the tube directly from Heathrow no transfers and found the hotel right around the corner from the Russell Square tube station The next day it was an easy walk to St Pancras Station to catch the train to Gatwick We spent our day in London eating shopping and visiting the British Museum everything within extremely easy walking distance Grand old hotel with updated comfortable rooms and magnificent public spaces It occupies nearly a block and the hallways are quite long and could probably be updated but the rooms are very pleasant indeed Stayed on a Sunday night when the room rates were exceptionally low they re much higher the rest of the week Charming doorman too ,1
Breakfast service and food quality not the best for this kind of hotel Personal note poor phone reception 5 for small bottle of evian,0
 lovely hotel with well kept stylish rooms,1
 Double room size is not as the pictures lighting in the room is noisy no fridge water in bathroom switches hot to cold suddenly room is cold so I had to open air conditioning to heat,0
Desperately in need of refurb Very scruffy rooms had 3 rooms one night due to problems very noisy at back,0
 parking was a bit on the expensive side,0
 Breakfast poor Air conditioning not working in room ,0
 Appalling breakfast organisation poor quality food items staff couldn t care less when complained at time curtains hanging off end of rail bathroom wiped clean but encrusted deposits around fitments there was more but they re not worth my time,0
